sku|code|name|type|price|sale_price|availability|link|image1|image2|cost|release_date|category|author_speaker_editor|brand|custom_design|target_audience|skill_level|technique|rating|stock_status|short_description|description
Z7582|Z7582|Pontiac 1946-1960 Standard Statistics Download|Download|4.99||Y|http://OldCarsBookStore.com/pontiac-1946-1960-standard-statistics|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7582.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7582.jpg|0.00|2009-07-20 00:00:00|631~4469~4487~4509~4613~4615~4617~4635~4667|Old Cars Price Guide Magazine|Old Cars Price Guide Magazine||||||1|Historic Ford reference information from the Standard Catalog of American Cars series|Historic Ford reference information from the Standard Catalog of American Cars series
Z7585|Z7585|Mercury 1946-1960 Standard Statistics Download|Download|2.99||Y|http://OldCarsBookStore.com/mercury-1946-1960-standard-statistics|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7585.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7585.jpg|0.00|2009-07-20 00:00:00|631~4509~4613~4615~4617~4635~4667~4669~4709|Old Cars Price Guide Magazine|Old Cars Price Guide Magazine||||||1|Historic Ford reference information from the Standard Catalog of American Cars series|Historic Ford reference information from the Standard Catalog of American Cars series
Z7588|Z7588|Lincoln 1963-1975 Standard Statistics Download|Download|2.99||Y|http://OldCarsBookStore.com/lincoln-1963-1975-standard-statistics|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7588.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7588.jpg|0.00|2009-07-20 00:00:00|631~4509~4613~4615~4617~4635~4667~4669~4709|Old Cars Price Guide Magazine|Old Cars Price Guide Magazine||||||1|Historic Ford reference information from the Standard Catalog of American Cars series|Historic Ford reference information from the Standard Catalog of American Cars series
Z7591|Z7591|Studebaker:  1946-1955 Standard Statistics Download|Download|4.99||Y|http://OldCarsBookStore.com/studebaker-1946-1955-standard-statistics|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7591.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7591.jpg|0.00|2009-07-06 00:00:00|631~2423~2595~2599~4509~4613~4615~4617~4635~4667~4669~4709|Old Cars Price Guide Magazine|Old Cars Price Guide Magazine||||||1|This easy-to-use and simple-to-search downloadable pdf gives you the low down on the legacy of one I|This easy-to-use and simple-to-search downloadable pdf gives you the low down on the legacy of one Indiana family and its short, but memorable reign in the automobile world.  You'll find the technical specifications and historical insights about Studebaker's manufacture red between 1946 and 1955 in this download.
Z7593|Z7593|Corvair:  1960-1969 Standard Statistics Download|Download|4.99||Y|http://OldCarsBookStore.com/corvair-1960-1969-standard-statistics|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7593.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7593.jpg|0.00|2009-07-06 00:00:00|631~2425~4509~4613~4615~4617~4635~4667~4669~4709|Old Cars Price Guide Magazine|Old Cars Price Guide Magazine||||||1|In nine years of production Chevrolet hit a high note with the Corvair.  Among the first generation|In nine years of production Chevrolet hit a high note with the Corvair.  Among the first generation of compact cars, the Corvair was small, sporty and a fuel-efficient option.  Get the technical specifications, production details, and collector values for this smart and sharp compact.
Z7595|Z7595|Imperial 1956-1965 Standard Statistics Download|Download|2.99||Y|http://OldCarsBookStore.com/imperial-1956-1965-standard-statistics|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7595.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7595.jpg|0.00|2009-07-06 00:00:00|631~2423~2427~2445~2595~2599~4509~4613~4615~4617~4635~4667~4669~4709|Old Cars Price Guide Magazine|Old Cars Price Guide Magazine||||||1|This easy-to-use and simple-to-search downloadable pdf gives you the low down on the legacy of this|This easy-to-use and simple-to-search downloadable pdf gives you the low down on the legacy of this prestigious line of Chrysler cars. You'll find the technical specifications and historical insights about Imperial.
Z7597|Z7597|DeSoto:  1946-1961 Standard Statistics Download|Download|4.99||Y|http://OldCarsBookStore.com/desoto-1946-1961-standard-statistics|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7597.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7597.jpg|0.00|2009-07-06 00:00:00|631~2423~2427~2595~2599~4509~4613~4615~4617~4635~4667~4669~4709|Old Cars Price Guide Magazine|Old Cars Price Guide Magazine||||||1|This affordable downloadable pdf contains all the technical specifications about the DeSoto's made b|This affordable downloadable pdf contains all the technical specifications about the DeSoto's made between 1946 and 1961.  All the technical specifications, collector pricing and VIN decoding details are at your finger tips.
Z7599|Z7599|Dodge:  1962-1975 Standard Statistics Download|Download|4.99||Y|http://OldCarsBookStore.com/dodge-1962-1975-standard-statistics|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7599.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7599.jpg|0.00|2009-07-06 00:00:00|631~4469~4479~4499~4509~4561~4563~4613~4615~4617~4635~4667~4669~4709|Old Cars Price Guide Magazine|Old Cars Price Guide Magazine||||||1|This affordable downloadable pdf contains all the technical specifications about the Dodge cars made|This affordable downloadable pdf contains all the technical specifications about the Dodge cars made between 1962 and 1975.  All the technical specifications, collector pricing and VIN decoding details are at your finger tips.
Z7600|Z7600|Plymouth:  1946-1961 Standard Statistics Download|Download|4.99||Y|http://OldCarsBookStore.com/plymouth-1946-1961-standard-statistics|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7600.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7600.jpg|0.00|2009-07-06 00:00:00|631~4509~4613~4615~4617~4635~4667~4669~4709|Old Cars Price Guide Magazine|Old Cars Price Guide Magazine||||||1|This affordable downloadable pdf contains all the technical specifications about the Plymouth cars m|This affordable downloadable pdf contains all the technical specifications about the Plymouth cars made between 1946 and 1961.  All the technical specifications, collector pricing and VIN decoding details are at your finger tips.
Z7602|Z7602|Cadillac:  1946-1960 Standard Statistics Download|Download|4.99||Y|http://OldCarsBookStore.com/cadillac-1946-1960-standard-statistics|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7602.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7602.jpg|0.00|2009-07-06 00:00:00|631~2423~2445~2595~2599~4469~4473~4509~4563~4613~4615~4617~4635~4667~4669~4709|Old Cars Price Guide Magazine|Old Cars Price Guide Magazine||||||1|This affordable downloadable pdf contains all the technical specifications about the Cadillac's made|This affordable downloadable pdf contains all the technical specifications about the Cadillac's made between 1946 and 1960.  All the technical specifications, collector pricing and VIN decoding details are at your finger tips.
Z7603|Z7603|Cadillac:  1961-1975 Standard Statistics Download|Download|4.99||Y|http://OldCarsBookStore.com/cadillac-1961-1975-standard-statistics|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7603.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7603.jpg|0.00|2009-07-06 00:00:00|631~2423~2445~2595~2599~4469~4473~4509~4563~4613~4615~4617~4635~4667~4669~4709|Old Cars Price Guide Magazine|Old Cars Price Guide Magazine||||||1|This affordable downloadable pdf contains all the technical specifications about the Nash cars made|This affordable downloadable pdf contains all the technical specifications about the Nash cars made between 1946 and 1957.  All the technical specifications, collector pricing and VIN decoding details are at your finger tips.
Z7604|Z7604|Nash:  1946-1957 Standard Statistics Download|Download|4.99||Y|http://OldCarsBookStore.com/nash-1946-1957-standard-statistics|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7604.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7604.jpg|0.00|2009-07-06 00:00:00|631~2423~2445~2595~2599~4509~4613~4615~4617~4635~4667~4669~4709|Old Cars Price Guide Magazine|Old Cars Price Guide Magazine||||||1|This affordable downloadable pdf contains all the technical specifications about the Cadillac's made|This affordable downloadable pdf contains all the technical specifications about the Cadillac's made between 1961 and 1975.  All the technical specifications, collector pricing and VIN decoding details are at your finger tips.
Z7605|Z7605|Rambler:  1958-1965 Standard Statistics Download|Download|4.99||Y|http://OldCarsBookStore.com/rambler-1958-1965-standard-statistics|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7605.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7605.jpg|0.00|2009-07-06 00:00:00|631~2423~2445~2595~2599~4509~4613~4615~4617~4635~4667~4669~4709|Old Cars Price Guide Magazine|Old Cars Price Guide Magazine||||||1|This affordable downloadable pdf contains all the technical specifications about the Rambler cars ma|This affordable downloadable pdf contains all the technical specifications about the Rambler cars made between 1958 and 1965.  All the technical specifications, collector pricing and VIN decoding details are at your finger tips.
Z7606|Z7606|Thunderbird:  1955-1966 Standard Statistics Download|Download|4.99||Y|http://OldCarsBookStore.com/thunderbird-1955-1966-standard-statistics|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7606.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7606.jpg|0.00|2009-07-06 00:00:00|631~2423~2431~2445~2595~2599~4509~4613~4615~4617~4635~4667~4669~4709|Old Cars Price Guide Magazine|Old Cars Price Guide Magazine||||||1|This affordable downloadable pdf contains all the technical specifications about Thunderbirds made b|This affordable downloadable pdf contains all the technical specifications about Thunderbirds made between 1955 and 1966.  All the technical specifications, collector pricing and VIN decoding details are at your finger tips.
Z7607|Z7607|Thunderbird:  1967-2005 Standard Statistics Download|Download|6.99||Y|http://OldCarsBookStore.com/thunderbird-1967-2005-standard-statistics|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7607.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7607.jpg|0.00|2009-07-06 00:00:00|631~2423~2431~2445~2595~2599~4509~4613~4615~4617~4635~4667~4669~4709|Old Cars Price Guide Magazine|Old Cars Price Guide Magazine||||||1|This affordable downloadable pdf contains all the technical specifications about Thunderbirds made b|This affordable downloadable pdf contains all the technical specifications about Thunderbirds made between 1967 and 2005.  All the technical specifications, collector pricing and VIN decoding details are at your finger tips.
Z7608|Z7608|Ford: 1903-1927  Standard Statistics Download|Download|4.99||Y|http://OldCarsBookStore.com/ford-1903-1927-standard-statistics|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7608.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7608.jpg|0.00|2009-07-20 00:00:00|631~2423~2431~2445~2595~2599~4469~4481~4509~4563~4613~4615~4617~4635~4667~4669~4709|Old Cars Price Guide Magazine|Old Cars Price Guide Magazine||||||1|Remember the ride and relive the history of the cars that shaped American automotive legacy.  Gain a|Remember the ride and relive the history of the cars that shaped American automotive legacy.  Gain access to key techs and specs for Fords manufactured between 1903 and 1967.  This easily downloadable file gives you the technical details you need, and the photos you love, with just a few clicks of your computer's mouse.
Z7609|Z7609|Ford:  1928-1931 Standard Statistics Download|Download|4.99||Y|http://OldCarsBookStore.com/ford-1928-1931-standard-statistics|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7609.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7609.jpg|0.00|2009-07-20 00:00:00|631~2423~2431~2445~2595~2599~4469~4481~4509~4563~4613~4615~4617~4635~4667~4669~4709|Old Cars Price Guide Magazine|Old Cars Price Guide Magazine||||||1|Remember the ride and relive the history of the cars that shaped American automotive legacy.  Gain a|Remember the ride and relive the history of the cars that shaped American automotive legacy.  Gain access to key techs and specs for Fords manufactured between 1928 and 1931.  This easily downloadable file gives you the technical details you need, and the photos you love, with just a few clicks of your computer's mouse.
Z7610|Z7610|Ford: 1932-1942 Standard Statistics Download|Download|4.99||Y|http://OldCarsBookStore.com/ford-1932-1942-standard-statistics|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7610.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7610.jpg|0.00|2009-07-20 00:00:00|631~2423~2431~2445~2595~2599~4469~4481~4509~4563~4613~4615~4617~4635~4667~4669~4709|Old Cars Price Guide Magazine|Old Cars Price Guide Magazine||||||1|Remember the ride and relive the history of the cars that shaped American automotive legacy.  Gain a|Remember the ride and relive the history of the cars that shaped American automotive legacy.  Gain access to key techs and specs for Fords manufactured between 1932 and 1942.  This easily downloadable file gives you the technical details you need, and the photos you love, with just a few clicks of your computer's mouse.
Z7612|Z7612|Indianapolis 500||30.00|16.79|Y|http://OldCarsBookStore.com/indianapolis-500|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7612.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7612.jpg|4.86|2010-10-29 00:00:00|631~2389~2449~2619~2627~2701~2805~4499~4565|Ralph Kramer|Krause Publications||||||1|<p>  Officially licensed in cooperation with the Indianapolis Motor Speedway, discover the compelling and entertaining story of the race that has become known as simply The Greatest Spectacle in Racing.</p><p>Dig through photos from the Speedway's archive, historic, behind-the-scenes information, and more!</p>|<b><text color=black>The Greatest Spectacle In Racing</text></b>  <p>  Officially licensed in cooperation with the Indianapolis Motor Speedway,<i>Indianapolis 500: A Century of Excitement</i> tells the compelling and entertaining story of the race that has become known as simply The Greatest Spectacle in Racing. Overflowing with eye popping photographs hand-picked from the Speedway's mammoth photo archives, and filled with historic, behind-the-scene stories, you'll revel in the history that has shaped this amazing event.</p>
Z7662|Z7662|Willys 1946-1955 Standard Statistics Download|Download|2.99||Y|http://OldCarsBookStore.com/willys-1946-1955-standard-statistics|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7662.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7662.jpg|0.00|2009-08-01 00:00:00|631~2423~2445~2595~2599~4509~4613~4615~4617~4635~4667~4669~4709|Old Cars Price Guide Magazine|Old Cars Price Guide Magazine||||||1|Historic automobile data from the Standard Catalog of American Cars series|Historic automobile data from the Standard Catalog of American Cars series
Z7663|Z7663|Checker 1960-1975 Standard Statistics Download|Download|2.99||Y|http://OldCarsBookStore.com/checker-1960-1975-standard-statistics|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7663.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7663.jpg|0.00|2009-08-01 00:00:00|631~2423~2445~2595~2599~4509~4613~4615~4617~4635~4667~4669~4709|Old Cars Price Guide Magazine|Old Cars Price Guide Magazine||||||1|Historic automobile data from the Standard Catalog of American Cars series|Historic automobile data from the Standard Catalog of American Cars series
Z7664|Z7664|Chevrolet 1912-1928 Standard Statistics Download|Download|2.99||Y|http://OldCarsBookStore.com/chevrolet-1912-1928-standard-statistics|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7664.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7664.jpg|0.00|2009-08-01 00:00:00|631~2423~2425~2445~2595~2599~4469~4475~4509~4563~4613~4615~4617~4635~4667~4669~4709|Old Cars Price Guide Magazine|Old Cars Price Guide Magazine||||||1|Historic Chevrolet reference information from the Standard Catalog of Chevrolet|Historic Chevrolet reference information from the Standard Catalog of Chevrolet
Z7665|Z7665|Buick 1946-1958 Standard Statistics Download|Download|4.99||Y|http://OldCarsBookStore.com/buick-1946-1958-standard-statistics|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7665.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7665.jpg|0.00|2009-08-01 00:00:00|631~2423~2445~2595~2599~4469~4471~4509~4563~4613~4615~4617~4635~4667~4669~4709|Old Cars Price Guide Magazine|Old Cars Price Guide Magazine||||||1|Historic automobile data from the Standard Catalog of American Cars series|Historic automobile data from the Standard Catalog of American Cars series
Z7666|Z7666|Buick 1959-1967 Standard Statistics Download|Download|4.99||Y|http://OldCarsBookStore.com/buick-1959-1967-standard-statistics|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7666.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7666.jpg|0.00|2009-08-01 00:00:00|631~2423~2445~2595~2599~4469~4471~4509~4563~4613~4615~4617~4635~4667~4669~4709|Old Cars Price Guide Magazine|Old Cars Price Guide Magazine||||||1|Historic automobile data from the Standard Catalog of American Cars series|Historic automobile data from the Standard Catalog of American Cars series
Z7667|Z7667|Buick 1968-1975 Standard Statistics Download|Download|4.99||Y|http://OldCarsBookStore.com/buick-1968-1975-standard-statistics|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7667.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7667.jpg|0.00|2009-08-01 00:00:00|631~2423~2445~2595~2599~4469~4471~4509~4563~4613~4615~4617~4635~4667~4669~4709|Old Cars Price Guide Magazine|Old Cars Price Guide Magazine||||||1|Historic automobile data from the Standard Catalog of American Cars series|Historic automobile data from the Standard Catalog of American Cars series
Z7668|Z7668|Buick 1976-1985 Standard Statistics Download|Download|4.99||Y|http://OldCarsBookStore.com/buick-1976-1985-standard-statistics|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7668.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7668.jpg|0.00|2009-08-01 00:00:00|631~2423~2445~2595~2599~4469~4471~4509~4563~4613~4615~4617~4635~4667~4669~4709|Old Cars Price Guide Magazine|Old Cars Price Guide Magazine||||||1|Historic automobile data from the Standard Catalog of American Cars series|Historic automobile data from the Standard Catalog of American Cars series
Z7669|Z7669|Buick 1986-1999 Standard Statistics Download|Download|4.99||Y|http://OldCarsBookStore.com/buick-1986-1999-standard-statistics|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7669.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7669.jpg|0.00|2009-08-01 00:00:00|631~2423~2445~2595~2599~4469~4471~4509~4563~4613~4615~4617~4635~4667~4669~4709|Old Cars Price Guide Magazine|Old Cars Price Guide Magazine||||||1|Historic automobile data from the Standard Catalog of American Cars series|Historic automobile data from the Standard Catalog of American Cars series
Z7670|Z7670|Chrysler 1924-1935 Standard Statistics Download|Download|2.99||Y|http://OldCarsBookStore.com/chrysler-1924-1935-standard-statistics|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7670.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7670.jpg|0.00|2009-08-01 00:00:00|631~2423~2427~2445~2595~2599~4469~4477~4509~4563~4613~4615~4617~4635~4667~4669~4709|Old Cars Price Guide Magazine|Old Cars Price Guide Magazine||||||1|Historic Chrysler reference information from the Standard Catalog of Chrysler|Historic Chrysler reference information from the Standard Catalog of Chrysler
Z7671|Z7671|Chrysler 1936-1942 Standard Statistics Download|Download|2.99||Y|http://OldCarsBookStore.com/chrysler-1936-1942-standard-statistics|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7671.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7671.jpg|0.00|2009-08-01 00:00:00|631~2423~2427~2445~2595~2599~4469~4477~4509~4563~4613~4615~4617~4635~4667~4669~4709|Old Cars Price Guide Magazine|Old Cars Price Guide Magazine||||||1|Historic Chrysler reference information from the Standard Catalog of Chrysler|Historic Chrysler reference information from the Standard Catalog of Chrysler
Z7672|Z7672|Chrysler 1946-1959 Standard Statistics Download|Download|4.99||Y|http://OldCarsBookStore.com/chrysler-1946-1959-standard-statistics|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7672.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7672.jpg|0.00|2009-08-01 00:00:00|631~2423~2427~2445~2595~2599~4469~4477~4509~4563~4613~4615~4617~4635~4667~4669~4709|Old Cars Price Guide Magazine|Old Cars Price Guide Magazine||||||1|Historic Chrysler reference information from the Standard Catalog of Chrysler|Historic Chrysler reference information from the Standard Catalog of Chrysler
Z7673|Z7673|Chrysler 1960-1969 Standard Statistics Download|Download|4.99||Y|http://OldCarsBookStore.com/chrysler-1960-1969-standard-statistics|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7673.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7673.jpg|0.00|2009-08-01 00:00:00|631~2423~2427~2445~2595~2599~4469~4477~4509~4563~4613~4615~4617~4635~4667~4669~4709|Old Cars Price Guide Magazine|Old Cars Price Guide Magazine||||||1|Historic Chrysler reference information from the Standard Catalog of Chrysler|Historic Chrysler reference information from the Standard Catalog of Chrysler
Z7674|Z7674|Chrysler 1970-1979 Standard Statistics Download|Download|4.99||Y|http://OldCarsBookStore.com/chrysler-1970-1979-standard-statistics|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7674.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7674.jpg|0.00|2009-08-01 00:00:00|631~2423~2427~2445~2595~2599~4469~4477~4509~4563~4613~4615~4617~4635~4667~4669~4709|Old Cars Price Guide Magazine|Old Cars Price Guide Magazine||||||1|Historic Chrysler reference information from the Standard Catalog of Chrysler|Historic Chrysler reference information from the Standard Catalog of Chrysler
Z7881|Z7881|Ford Trucks 1905-1924 Standard Statistics Download|Download|2.99||Y|http://OldCarsBookStore.com/ford-trucks-1905-1924-standard-statistics|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7881.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7881.jpg|0.00|2009-08-14 00:00:00|631~2423~2431~2445~2455~2595~2599~4469~4481~4509~4563~4613~4615~4617~4635~4667~4669~4709|Old Cars Price Guide Magazine|Old Cars Price Guide Magazine||||||1|The most comprehensive reference available to Ford Truck owners, collectors and enthusiasts|The most comprehensive reference available to Ford Truck owners, collectors and enthusiasts
Z7882|Z7882|Ford Trucks 1925-1934 Standard Statistics Download|Download|3.99||Y|http://OldCarsBookStore.com/ford-trucks-1925-1934-standard-statistics|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7882.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7882.jpg|0.00|2009-08-14 00:00:00|631~2423~2431~2445~2455~2595~2599~4469~4481~4509~4563~4613~4615~4617~4635~4667~4669~4709|Old Cars Price Guide Magazine|Old Cars Price Guide Magazine||||||1|The most comprehensive reference available to Ford Truck owners, collectors and enthusiasts|The most comprehensive reference available to Ford Truck owners, collectors and enthusiasts
Z7883|Z7883|Ford Trucks 1935-1945 Standard Statistics Download|Download|3.99||Y|http://OldCarsBookStore.com/ford-trucks-1935-1945-standard-statistics|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7883.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/7/Z7883.jpg|0.00|2009-08-14 00:00:00|631~2423~2431~2445~2455~2595~2599~4469~4481~4509~4563~4613~4615~4617~4635~4667~4669~4709|Old Cars Price Guide Magazine|Old Cars Price Guide Magazine||||||1|The most comprehensive reference available to Ford Truck owners, collectors and enthusiasts|The most comprehensive reference available to Ford Truck owners, collectors and enthusiasts
